spec,case_id,passes,pairwise_jaccard,exact_all,unique_sets,union_size,intersection_size,label_pair_agreement,sets
original,01d3ad510b42,5,0.705,0,3,5,2,0.9,S1 U1 U3 U4 | S1 U1 U4 | H1 S1 U1 U3 | S1 U1 U4 | S1 U1 U4
original,084b592e02b3,5,0.74,0,3,5,3,0.9142857142857143,F2 H1 U1 U3 | F2 U1 U3 U4 | F2 U1 U3 | F2 H1 U1 U3 | F2 U1 U3 U4
original,088747fa7d04,5,0.44833333333333336,0,4,5,1,0.8571428571428571,S1 | S1 | H1 S1 U1 | S1 U1 U4 | H1 S1 U1 U3
original,08ad0e53abb1,5,0.76,0,2,5,3,0.9142857142857143,H1 S1 U1 U3 | H1 S1 U1 U3 | H1 J1 S1 U1 | H1 J1 S1 U1 | H1 S1 U1 U3
original,0a81f336c8fb,5,0.6252380952380953,0,5,8,3,0.8142857142857143,F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F2 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 F3 J1 U1 U3 U4
original,0adf2d15eb47,5,0.5942857142857143,0,5,7,2,0.8142857142857143,F1 F2 U1 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F2 H1 U1 U3 | F1 F2 F3 U1 U3 U4
original,0b6eb6e593c5,5,0.64,0,2,5,2,0.8714285714285714,S1 U1 U4 | H1 S1 U1 U3 | S1 U1 U4 | H1 S1 U1 U3 | S1 U1 U4
original,0bf1eff0c800,5,0.6127380952380952,0,4,8,3,0.8142857142857143,F2 H1 S1 U1 U3 | F1 F2 U1 U3 U4 | F2 H1 U1 U3 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4
original,0d34d4795612,5,0.5666666666666667,0,3,6,1,0.8571428571428571,S1 U1 U4 | S1 U1 U4 | S1 | S1 U1 U4 | H1 J1 J3 S1 U1 U4
original,0d63f36e3688,5,0.7428571428571429,0,3,7,4,0.8714285714285714,F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3
original,0d8f07836540,5,0.7,0,3,6,3,0.8857142857142857,F1 F2 U1 U3 U4 | F2 H1 U1 U3 | F2 U1 U3 U4 | F2 U1 U3 U4 | F2 H1 U1 U3
original,0f5f4d284afb,5,0.7196428571428571,0,4,8,4,0.8571428571428571,F1 F2 F3 H1 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 H1 S1 U1 U3 | F1 F2 F3 H1 U1 U3
original,109ca777fa12,5,0.7928571428571429,0,3,7,4,0.9,F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4
original,112d585f8fdf,5,0.39357142857142857,0,5,7,1,0.7857142857142857,H1 J1 S1 U1 | S1 U1 U3 U4 | S1 | S1 U1 U4 | H1 J1 J2 S1 U1
original,134acf006762,5,0.45666666666666667,0,5,5,1,0.8428571428571429,H1 S1 U1 U3 | S1 | S1 U1 U4 | H1 S1 U1 | S1 U1 U3 U4
original,14ab57dc9ec8,5,0.6333333333333333,0,4,7,2,0.8571428571428571,F2 U1 U3 U4 | F2 H1 U1 U3 | F2 J1 U1 U3 U4 | F2 U1 U3 U4 | F1 F2 U1 U4
original,14d73efad7ab,5,0.4833333333333333,0,4,5,1,0.8428571428571429,H1 S1 U1 U3 | S1 | S1 U1 U3 U4 | S1 U1 U3 U4 | H1 S1 U1
original,16ac7d4eada1,5,0.475,0,5,5,1,0.8571428571428571,S1 U1 U3 U4 | S1 U1 | S1 | S1 U1 U4 | H1 S1 U1 U3
original,1921370ef769,5,0.76,0,4,6,3,0.9,F1 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3 U4 | F1 F2 H1 U1 U3
original,1b3433cd4628,5,0.6599999999999999,0,5,6,2,0.8571428571428571,F2 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 U1 U4
original,1bce6dff94b8,5,0.4766666666666667,0,3,5,1,0.8428571428571429,S1 | S1 U1 U4 | H1 S1 U1 U3 | S1 U1 U4 | H1 S1 U1 U3
original,1c36cac6bccc,5,0.6366666666666666,0,5,8,3,0.8428571428571429,F1 F2 F3 H1 U1 U3 | F2 H1 U1 U3 | F2 J1 U1 U3 | F2 H1 U1 U3 U4 | F1 F2 H1 U1 U3
original,1c99d4b10868,5,0.564069264069264,0,4,12,3,0.7142857142857143,F1 F2 F3 H1 U1 | F1 F2 F3 H1 U1 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3
original,1d3a4f93114f,5,0.8,0,2,6,4,0.9142857142857143,F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 U1 U3 | F2 H1 U1 U3 | F2 H1 U1 U3
original,1dc1f1d9c3bd,5,0.85,0,2,4,3,0.9571428571428572,H1 S1 U1 U3 | H1 S1 U1 | H1 S1 U1 U3 | H1 S1 U1 U3 | H1 S1 U1
original,1e85a8697898,5,0.6357142857142857,0,4,7,3,0.8428571428571429,F1 F2 H1 U1 U3 | F2 H1 U1 U3 | F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F2 U1 U3 U4
original,1fb5bb36812c,5,0.7266666666666667,0,3,6,3,0.8857142857142857,F1 F2 H1 U1 U3 | F1 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4
original,1fb64399ccd8,5,0.8253030303030304,0,4,12,8,0.8571428571428571,F1 F2 H1 J1 J2 J3 J4 J5 U1 U3 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U4 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U3 | F1 F2 H1 J1 J2 J3 J4 J5 U1
original,2065ada1a306,5,0.47333333333333333,0,4,5,1,0.8714285714285714,S1 | S1 U1 U3 U4 | S1 U1 | J1 S1 U1 | S1
original,209fa336c13a,5,0.8214285714285715,0,3,7,4,0.9142857142857143,F1 F2 F3 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 F3 U1 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4
original,21da45ff7758,5,0.5283333333333333,0,3,5,1,0.8571428571428571,S1 | S1 U1 U4 | H1 S1 U1 U3 | H1 S1 U1 U3 | H1 S1 U1 U3
original,23161751e203,5,0.6095238095238095,0,3,9,3,0.7857142857142857,F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 J1 J2 U1 U4 | F1 F2 F3 H1 U1 U3
original,2440338f40ce,5,0.8666666666666666,0,2,6,4,0.9428571428571428,F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4
original,25b03ee6601d,5,0.6776190476190476,0,4,7,3,0.8571428571428571,F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3
original,2802cf486896,5,0.5166666666666667,0,3,4,1,0.8714285714285714,S1 | S1 U1 U3 | H1 S1 U1 U3 | H1 S1 U1 U3 | S1
original,2a0d8f20ab72,5,0.650952380952381,0,5,7,2,0.8428571428571429,F1 F2 F3 U1 U3 U4 | F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 U1 U4 | F1 F2 F3 H1 U1 U3
original,2a27a571e7fc,5,0.7547619047619047,0,3,7,4,0.8857142857142857,F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4
original,2aa0f685bafa,5,0.5890909090909091,0,5,11,3,0.7428571428571429,F1 F2 U1 U4 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 H1 U1 U3
original,2c0cb0230b61,5,0.5900000000000001,0,5,5,2,0.8714285714285714,S1 U1 U3 | H1 S1 U1 | S1 U1 U3 U4 | H1 S1 U1 U3 | S1 U1 U4
original,2c7c7c5def5a,5,0.605,0,4,5,2,0.8857142857142857,H1 S1 U1 U3 | H1 S1 U1 | S1 U1 | S1 U1 U4 | S1 U1 U4
original,2cabf84d8c88,5,0.5555844155844156,0,4,12,3,0.7142857142857143,F1 F2 F3 U1 U3 U4 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U3 | F1 F2 H1 U1 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4
original,2e9adc656f2b,5,0.6863636363636363,0,3,11,3,0.7714285714285715,F1 F2 H1 U1 U3 U4 | F2 J1 J2 J3 J4 J5 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 H1 U1 U3
original,2fb56e19e29d,5,0.41500000000000004,0,4,6,1,0.8285714285714286,S1 | S1 U1 U3 U4 | H1 J1 S1 U1 | S1 | S1 U1 U4
original,30b481a7c8e2,5,0.9,0,2,6,5,0.9571428571428572,F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4
original,31a19e00325e,5,0.4744155844155844,0,5,11,2,0.6714285714285714,F2 H1 J1 U1 U4 | F2 H1 J1 J2 J3 J4 J5 U1 U3 | F1 F2 H1 J3 J4 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3
original,31a2fec2be77,5,0.6055555555555555,0,4,10,4,0.7428571428571429,F1 F2 H1 U1 U3 | F1 F2 F3 H1 J1 J2 J5 U1 U3 U4 | F1 F2 H1 U1 U3 | F1 F2 F3 J1 J2 U1 U3 U4 | F1 F2 J1 J2 J5 U1 U3
original,31b5e609ef46,5,0.3647222222222222,0,4,10,1,0.7142857142857143,H1 S1 U1 U3 | S1 U1 U4 | H1 S1 U1 U3 | J1 J2 J3 J4 J5 S1 U1 U3 | S1
original,3257ed9e00aa,5,0.9,0,2,6,5,0.9571428571428572,F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4
original,353095dd4786,5,1.0,1,1,1,1,1.0,S1 | S1 | S1 | S1 | S1
original,362055c7a5a9,5,0.7266666666666667,0,4,6,3,0.8857142857142857,F1 F2 U1 U3 U4 | F2 U1 U3 U4 | F2 U1 U3 U4 | F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3 U4
original,3680e8deae2f,5,0.44833333333333336,0,4,5,1,0.8571428571428571,S1 | S1 U1 U3 | S1 U1 U4 | H1 S1 U1 U3 | S1
original,37c368833872,5,0.36746031746031743,0,4,9,1,0.7428571428571429,S1 U1 U3 | S1 U1 U3 U4 | J1 J2 J3 J4 J5 S1 U1 | S1 | S1
original,37f61727e427,5,0.58,0,3,5,1,0.8714285714285714,S1 U1 U3 U4 | S1 | S1 U1 U3 U4 | H1 S1 U1 U3 | S1 U1 U3 U4
original,3885f7d6d282,5,0.8285714285714285,0,3,7,5,0.9142857142857143,F1 F2 F3 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 U1 U3 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 H1 U1 U3 U4
original,39b63b84df43,5,0.5333333333333333,0,3,4,1,0.8857142857142857,S1 | S1 | S1 U1 U4 | S1 U1 U3 U4 | S1 U1 U4
original,3a2203603d61,5,0.3873809523809524,0,5,9,1,0.7142857142857143,F2 U1 U3 | F1 F2 F3 H1 U1 U3 U4 | F2 H1 J1 J3 U3 | F2 U1 U3 U4 | F1 F2 U4
original,3c4f97f6fb20,5,0.4416666666666667,0,4,5,1,0.8428571428571429,S1 | H1 S1 U1 U3 | S1 U1 U3 U4 | S1 | S1 U1 U4
original,3cb443c08221,5,0.46411255411255403,0,5,12,2,0.6571428571428571,F1 U1 U3 U4 | F1 F2 U1 U4 | F1 F2 F3 H1 J1 J2 J3 J4 J5 U1 | F1 F2 F3 U1 U3 U4 | F1 F2 H1 U1 U3
original,3ff2979ec750,5,0.5166666666666667,0,3,4,1,0.8714285714285714,S1 U1 U3 U4 | S1 | S1 U1 U3 U4 | S1 | S1 U1 U4
original,408fd2a91abd,5,0.6438095238095238,0,4,7,3,0.8428571428571429,F1 F2 H1 U1 U3 | F2 H1 U1 U3 | F1 F2 F3 U1 U3 U4 | F2 U1 U3 U4 | F1 F2 H1 U1 U3
original,410ecd5b1e40,5,0.41500000000000004,0,4,6,1,0.8285714285714286,S1 | H1 J1 S1 U1 | S1 | H1 S1 U1 | S1 U1 U3 U4
original,430464d25f28,5,0.7642857142857143,0,3,7,3,0.8857142857142857,F1 F2 F3 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 F3 U1 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 U1 U3
original,43748fb30948,5,0.7338095238095238,0,4,7,3,0.8857142857142857,F2 H1 U1 U3 | F1 F2 F3 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3
original,43e4036c30f9,5,0.545,0,3,5,1,0.8857142857142857,S1 | S1 | H1 S1 U1 U3 | S1 U4 | S1
original,4463568f621e,5,0.7085714285714285,0,5,7,3,0.8714285714285714,F1 F2 H1 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U4 | F2 U1 U3 U4
original,447d40f8ace5,5,0.6013528138528138,0,5,12,4,0.7285714285714285,F1 F2 H1 U1 U3 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4 | F1 F2 J1 J2 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 U1 U3 U4
original,4707c2930bd5,5,0.77,0,3,6,3,0.9142857142857143,F1 F2 U1 U3 U4 | F2 U1 U3 U4 | F2 H1 U1 U3 | F2 U1 U3 U4 | F2 U1 U3 U4
original,472b9b93ad9f,5,0.7083333333333333,0,4,12,5,0.7857142857142857,F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 J1 J2 J3 J4 J5 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 U1 U3 U4
original,49067b2ff40c,5,0.67,0,3,5,2,0.8857142857142857,H1 S1 U1 U3 | S1 U1 U3 U4 | S1 U1 U4 | S1 U1 U3 U4 | H1 S1 U1 U3
original,4bb8afe35408,5,0.9,0,2,6,5,0.9571428571428572,F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4
original,4f06bfffb535,5,0.5083333333333333,0,4,4,1,0.8857142857142857,S1 U1 U3 | S1 | S1 U1 U3 U4 | S1 | S1 U1
original,4fdfdbf582cb,5,0.7928571428571429,0,3,7,4,0.9,F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4
original,4ff4163fd5c7,5,0.6361904761904762,0,5,7,2,0.8285714285714286,F1 F2 F3 H1 U1 U3 U4 | F2 U1 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4
original,512ffd6391ed,5,0.5066666666666666,0,4,5,1,0.8571428571428571,H1 S1 U1 U3 | S1 U1 U4 | S1 U1 U3 U4 | S1 U1 U4 | S1
original,5341a4972339,5,0.7344444444444445,0,3,9,4,0.8571428571428571,F2 H1 U1 U3 | F2 H1 U1 U3 U4 | F2 H1 U1 U3 | F2 H1 U1 U3 | F1 F2 H1 J1 J2 J5 U1 U3
original,5478288b68f4,5,0.7080952380952381,0,4,7,3,0.8714285714285714,F1 F2 U1 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 H1 U1 U3 U4 | F1 F2 U1 U3 U4
original,55157f0433cc,5,0.5763636363636364,0,3,11,2,0.7142857142857143,F1 H1 J1 J2 J3 J4 J5 U1 | F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 J1 J2 U1 U3 U4 | F1 F2 H1 U1 U3
original,560a71c4eb88,5,0.7666666666666667,0,3,7,4,0.8857142857142857,F1 F2 F3 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 H1 U1 U3
original,57d543f72b94,5,0.8,0,2,6,4,0.9142857142857143,F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F2 U1 U3 U4
original,5860caa8b811,5,0.6461904761904762,0,4,10,4,0.7857142857142857,F1 F2 H1 J1 J2 J3 J5 U1 U3 U4 | F1 F2 H1 J3 J5 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3
original,5932b68b6a3b,5,0.9333333333333333,0,2,6,5,0.9714285714285714,F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4
original,5aefd3e8b445,5,0.55,0,3,4,1,0.8857142857142857,S1 | S1 | S1 | S1 U1 U4 | S1 U1 U3 U4
original,5ccdfc01ba3c,5,0.645,0,3,5,2,0.8857142857142857,S1 U1 U4 | H1 S1 U1 | S1 U1 U4 | S1 U1 U4 | H1 S1 U1 U3
original,5cdb0ba3c556,5,0.5536363636363636,0,5,12,3,0.6428571428571429,F1 F2 H1 J1 J2 J3 J4 J5 U1 | F1 F2 H1 U1 U3 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4
original,5d40cd729024,5,0.761904761904762,0,4,7,4,0.8857142857142857,F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4
original,5e17e32670ea,5,0.6,0,4,7,2,0.8142857142857143,F1 F2 F3 U1 U3 U4 | F1 F2 U1 U4 | F2 H1 U1 U3 | F1 F2 U1 U4 | F1 F2 F3 H1 U1 U3 U4
original,5e3faa420f8a,5,0.525,0,5,4,1,0.8857142857142857,S1 U1 U3 U4 | S1 U1 | S1 U1 U4 | S1 | S1 U1 U3
original,5eb14f8b3cdc,5,0.7444444444444445,0,3,9,4,0.8571428571428571,F1 F2 U1 U3 U4 | F1 F2 J1 J2 S1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4
original,5ebba28b6c1b,5,0.7219047619047619,0,4,7,3,0.8714285714285714,F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3 | F2 H1 U1 U3 | F1 F2 H1 U1 U3 U4 | F1 F2 F3 U1 U3 U4
original,60160115004c,5,0.43499999999999994,0,4,5,1,0.8285714285714286,S1 U1 U3 U4 | S1 | H1 S1 U1 U3 | S1 U4 | H1 S1 U1 U3
original,6025e1fa5134,5,0.5942857142857143,0,4,10,3,0.7714285714285715,F1 F2 H1 U1 U3 | F1 F2 H1 J1 J2 J3 U1 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 H1 U1 U3
original,6103d326f1f4,5,0.51,0,3,5,1,0.8571428571428571,H1 S1 U1 U3 | S1 | S1 U1 U3 U4 | S1 | S1
original,615c9cf6b7e2,5,0.5166666666666667,0,3,4,1,0.8714285714285714,H1 S1 U1 U3 | S1 | S1 | H1 S1 U1 U3 | H1 S1 U1
original,62126c371107,5,0.6457142857142857,0,4,7,3,0.8428571428571429,F1 F2 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 U1 U4 | F1 F2 H1 U1 U3 | F1 F2 J1 U1 U4
original,624266e9f779,5,0.7976190476190477,0,4,7,4,0.9,F1 F2 H1 U1 U3 | F1 F2 F3 H1 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 H1 U1 U3 U4 | F1 F2 F3 H1 U1 U3
original,628cb522c3cd,5,0.5349999999999999,0,4,6,2,0.8428571428571429,S1 U1 U4 | H1 S1 U1 U3 | H1 J1 S1 U1 | S1 U1 U4 | S1 U1 U3
original,62e2c124f989,5,0.63,0,3,10,2,0.7571428571428571,F1 F2 H1 U1 U3 | F2 H1 U1 U3 | F1 H1 J1 J2 J3 J4 J5 U1 | F2 H1 U1 U3 | F2 H1 U1 U3
original,643832575481,5,0.8428571428571429,0,3,7,5,0.9285714285714286,F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3 U4
original,64cf0bbee592,5,0.26,0,5,7,0,0.7285714285714285,S1 | S1 U1 U4 | F1 F2 U1 U3 U4 | F1 H1 U1 U3 | F2 U1 U4
original,65008302b1e5,5,0.6457142857142857,0,3,7,3,0.8285714285714286,F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3
original,660cc534fc78,5,0.45499999999999996,0,4,6,0,0.8285714285714286,S1 | H1 S1 U1 | H1 J1 U1 U4 | H1 S1 U1 U3 | H1 S1 U1
original,66604d92cdf6,5,0.5796536796536796,0,4,11,3,0.7285714285714285,F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 H1 J1 J2 J3 J5 U1 | F1 F2 U1 U3 U4
original,684536b07bc7,5,0.76,0,2,5,3,0.9142857142857143,H1 S1 U1 U3 | H1 S1 U1 U3 | S1 U1 U3 U4 | H1 S1 U1 U3 | S1 U1 U3 U4
original,688178e946ff,5,0.6742857142857143,0,3,7,3,0.8428571428571429,F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3
original,69262ac8f823,5,0.5066666666666666,0,4,5,1,0.8571428571428571,H1 S1 U1 U3 | H1 S1 U1 | S1 | H1 S1 U3 U4 | H1 S1 U1
original,6980ae227761,5,0.5724025974025974,0,5,12,4,0.6714285714285714,F1 F2 H1 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 F3 H1 J1 J2 J3 J4 J5 U1 U3 U4 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4 | F1 F2 J1 U1 U3 U4
original,699afdbeba4d,5,0.6183333333333334,0,4,8,3,0.8142857142857143,F1 F2 U1 U3 U4 | F1 F2 U1 U3 U4 | F2 H1 J1 J2 U1 U3 | F2 U1 U3 U4 | F1 F2 H1 U1 U3
original,6a1f6758e7d9,5,0.65,0,4,12,3,0.7428571428571429,F2 H1 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4 | F1 F2 H1 U1 U3 U4 | F1 F2 H1 U1 U3
original,6bdd73210307,5,0.6226190476190476,0,4,9,3,0.8,F1 F2 F3 J1 J2 U1 | F1 F2 F3 H1 U1 U3 | F1 F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3 | F1 F2 H1 U1 U3
original,6d850c9bb9a8,5,0.680952380952381,0,4,7,3,0.8571428571428571,F1 F2 H1 U1 U3 | F1 F2 F3 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 U1
original,6df425a01e7e,5,0.8566666666666667,0,3,6,4,0.9428571428571428,F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3 U4 | F2 H1 U1 U3 | F1 F2 H1 U1 U3 | F1 F2 H1 U1 U3
original,6df59e956a95,5,0.5333333333333333,0,4,11,2,0.7142857142857143,F1 F2 H1 J1 J2 J3 J4 J5 U1 U3 | F1 F2 U1 U4 | F1 F2 U1 U3 U4 | F2 H1 U1 U3 | F1 F2 U1 U3 U4
original,6e3fc24135dd,5,0.9,0,2,6,5,0.9571428571428572,F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4
original,6e65a2b06b3e,5,0.7904761904761906,0,3,7,4,0.9,F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 U1 U3 U4 | F1 F2 U1 U3 U4 | F1 F2 F3 H1 U1 U3
