case_id,observed_passes,F1,F2,F3,H1,J1,J2,J3,J4,J5,S1,U1,U2,U3,U4
7415e35108cc,5,1,1,0.2,0.2,0,0,0,0,0,0.2,1,0,1,0.8
754832888538,5,0.8,1,0.4,0.4,0,0,0,0,0,0,1,0,1,0.6
78230d2a0091,5,0.8,1,0.2,0.8,0,0,0,0,0,0,1,0,1,0.4
7a02d7111976,5,1,1,0,0.4,0,0,0,0,0,0.4,1,0,0.8,0.8
7a7a77e77a46,5,1,1,0,0.2,0,0,0,0,0,0,1,0,1,0.6
7f427673957c,5,0.8,1,0.4,0.2,0.2,0,0,0,0,0,1,0,1,0.6
805f4872bae8,5,0.8,1,0.4,0.2,0,0,0,0,0,0,0.8,0,1,0.8
81607c6d9629,5,0.8,1,0,0.4,0,0,0,0,0,0,1,0,0.8,0.4
81a87f78403c,4,0.75,0.75,0.25,0,0,0,0,0,0,0,1,0,0.75,1
83b57a05ab3c,5,1,1,0.2,0.2,0,0,0,0,0,0.2,0.8,0,0.8,0.8
8a4969fb9f3f,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,0.6,0.2
8ba39229aeac,5,0.8,0.8,0.2,0.4,0,0,0,0,0,0.4,1,0,0.8,0.6
8e335947c0e1,5,0.8,1,0.2,0.4,0,0,0,0,0,0,1,0,1,1
8e3c2e92cbc0,5,1,1,0.4,0,0,0,0,0,0,0,1,0,0.6,1
8e440b80a157,5,0.4,1,0.4,0.4,0,0,0,0,0,0,1,0,1,0.8
9167dfcb1faa,5,1,1,0.4,0.6,0,0,0,0,0,0.2,1,0,0.8,0.2
93630e0a3d67,5,0.2,1,0,0.2,0,0,0,0,0,0,1,0,1,0.8
94bf93368c00,5,1,1,1,0.2,0,0,0,0,0,0,1,0,1,0.6
96e911c67649,5,1,1,0.4,0.4,0,0,0,0,0,0,1,0,0.8,0.6
97abaa333a90,5,1,1,0.8,0.2,0,0,0,0,0,0,1,0,1,0.8
9a9eff6df503,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,0.8,0.8
9b8faec4d9b1,5,0.6,1,0,0.4,0,0,0,0,0,0,1,0,1,0.6
9dfe141cf391,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
9fd1f741bc64,5,0.6,1,0.4,0.2,0.2,0,0,0,0,0,1,0,0.8,0.6
a03d48541430,5,1,1,0.8,0.4,0,0,0,0,0,0,1,0,1,0.8
a21113615ced,5,1,1,1,0.6,0,0,0,0,0,0,1,0,1,0.4
a2ee1ad7e572,5,0.8,0.8,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0,1,0,0.4,0.4
a32fbd13c2e3,5,0.2,1,0,0.2,0,0,0,0,0,0,1,0,1,0.6
a5e0df042d50,5,0.8,1,0,0.2,0,0,0,0,0,0,1,0,1,0.8
aebd35259e42,5,0.6,0.8,0.2,0.6,0,0,0,0,0,0,1,0,1,0.4
b2790c4ddf09,5,0.8,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
b38b2a0c0e03,5,1,1,0.2,0.4,0,0,0,0,0,0,1,0,0.8,0.8
b498f4cd8561,5,1,1,0.2,0.4,0,0,0,0,0,0,1,0,0.8,0.6
b4b46e41a207,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.2
b747c4e5f4ac,4,0.25,1,0.25,0,0,0,0,0,0,0.25,1,0,1,1
b7ab98dbfd54,5,0.8,1,0.2,0.4,0,0,0,0,0,0,1,0,1,0.6
ba73af4e78a2,5,0.6,1,0,0,0,0,0,0,0,0,1,0,0.8,1
be79c347aa60,5,0.6,1,0.8,0.8,0,0,0,0,0,0,1,0,1,0.4
bee5861ae116,5,0,1,0,0.4,0,0,0,0,0,0,1,0,1,0.4
bfc9fd64bb7b,5,1,1,0.4,0.4,0,0,0,0,0,0,1,0,0.8,0.6
c7550543387f,5,0.4,1,0,0.6,0,0,0,0,0,0,1,0,1,0.6
c95cf215efb4,5,0.8,1,0,0.4,0,0,0,0,0,0,1,0,1,0.8
c9d423f4830b,5,0.6,1,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.6
cb577e429912,5,1,1,0.2,0.2,0,0,0,0,0,0,1,0,1,1
cb8d47011c7b,5,0.8,1,0.2,0.6,0.2,0.2,0,0,0,0,1,0,0.8,0.4
cd161c6d2917,5,1,1,0,0,0,0,0,0,0,0,1,0,0.8,1
cd554c210646,2,0.5,1,0.5,0.5,0,0,0,0,0,0,1,0,1,0.5
ce0620750a2c,5,0.2,1,0,0.4,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.4
cfec2db4e8d7,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,1
d4cdd75dc42a,5,1,1,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0,0.8,0.8
d64e8b13bb9b,4,0.75,1,0.5,0.75,0.25,0.25,0,0,0,0,1,0,1,0.5
d7edd402f862,5,0.8,1,0.4,0.2,0,0,0,0,0,0,1,0,1,1
dab8bf6d9681,5,0.6,1,0,0.4,0,0,0,0,0,0,1,0,1,0.8
dceec3c64e83,5,1,1,0.8,0.6,0,0,0,0,0,0,1,0,1,0.8
dd9481d7200f,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
e09ebc09591c,5,1,1,0.8,0.4,0,0,0,0,0,0,1,0,1,0.6
e4745f13bbb4,5,0.8,1,0.2,0.6,0.2,0,0.2,0.2,0,0,1,0,1,0.6
e588129c3f2f,5,0.8,1,0.4,0.4,0,0,0,0,0,0,1,0,1,0.8
ea1f6637fdad,5,1,1,0.8,0.4,0,0,0,0,0,0,1,0,0.8,0.6
eb081c1ea631,5,1,1,0.4,0,0,0,0,0,0,0,1,0,1,1
f301c4c40fe7,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
f47252c3b412,5,1,1,0.6,0.2,0,0,0,0,0,0,1,0,1,0.8
fad7d84a6b2b,5,1,1,0.6,0.4,0,0,0,0,0,0,1,0,1,0.6
fb5a123a805f,5,0.4,1,0,0.2,0,0,0,0,0,0,1,0,0.8,0.8
fcd053a713e3,5,0.8,1,0,0.6,0,0,0,0,0,0,1,0,1,0.6
fe727d4718be,5,0.6,1,0.2,0.4,0,0,0,0,0,0,1,0,1,0.6
ff5570d33911,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
