case_id,observed_passes,F1,F2,F3,H1,J1,J2,J3,J4,J5,S1,U1,U2,U3,U4
7415e35108cc,5,1,1,0.2,0.2,0,0,0,0,0,0.2,1,0,1,0.8
754832888538,5,0.8,1,0.4,0.4,0,0,0,0,0,0,1,0,1,0.6
760bf1553c4d,5,0.8,1,0.2,1,0,0,0,0,0,0,1,0,0.8,0.2
78230d2a0091,5,0.8,1,0.2,0.8,0,0,0,0,0,0,1,0,1,0.4
7a02d7111976,5,1,1,0,0.4,0,0,0,0,0,0.4,1,0,0.8,0.8
7a7a77e77a46,5,1,1,0,0.2,0,0,0,0,0,0,1,0,1,0.6
7cebf4fe20ee,5,1,1,0.4,0.8,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.8
7e49e32d201b,5,1,1,0,0.4,0.4,0.2,0,0,0,0,1,0,1,0.4
7f427673957c,5,0.8,1,0.4,0.2,0.2,0,0,0,0,0,1,0,1,0.6
7f45c1d942fc,5,0.8,1,0.2,1,0,0,0,0,0,0,1,0,0.8,0.4
805f4872bae8,5,0.8,1,0.4,0.2,0,0,0,0,0,0,0.8,0,1,0.8
8078cef39704,5,1,0.8,0.2,1,0.2,0.2,0.2,0.2,0,0.2,1,0,1,0.2
80db6dd984d5,5,1,1,0.4,0.4,0.4,0.4,0.4,0.4,0.2,0,1,0,1,0.6
8132df5e7a12,5,1,1,0.4,0.6,0.4,0.4,0.2,0.2,0.4,0,1,0,0.8,0.8
81607c6d9629,5,0.8,1,0,0.4,0,0,0,0,0,0,1,0,0.8,0.4
81a87f78403c,4,0.75,0.75,0.25,0,0,0,0,0,0,0,1,0,0.75,1
83b57a05ab3c,5,1,1,0.2,0.2,0,0,0,0,0,0.2,0.8,0,0.8,0.8
87ecf58e6b0c,5,1,1,0.8,1,0.4,0.4,0,0,0,0,1,0,0.8,0.2
8a4969fb9f3f,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,0.6,0.2
8ba39229aeac,5,0.8,0.8,0.2,0.4,0,0,0,0,0,0.4,1,0,0.8,0.6
8ca47f754a8b,5,1,1,0.6,0.6,0,0,0,0,0,0,1,0,1,0.8
8e335947c0e1,5,0.8,1,0.2,0.4,0,0,0,0,0,0,1,0,1,1
8e3c2e92cbc0,5,1,1,0.4,0,0,0,0,0,0,0,1,0,0.6,1
8e440b80a157,5,0.4,1,0.4,0.4,0,0,0,0,0,0,1,0,1,0.8
9167dfcb1faa,5,1,1,0.4,0.6,0,0,0,0,0,0.2,1,0,0.8,0.2
93630e0a3d67,5,0.2,1,0,0.2,0,0,0,0,0,0,1,0,1,0.8
942b571c83ec,5,1,1,0.6,1,0.4,0.4,0.4,0.4,0.2,0.2,1,0,0.8,0.4
94bf93368c00,5,1,1,1,0.2,0,0,0,0,0,0,1,0,1,0.6
9623f8400850,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.4
96e911c67649,5,1,1,0.4,0.4,0,0,0,0,0,0,1,0,0.8,0.6
97abaa333a90,5,1,1,0.8,0.2,0,0,0,0,0,0,1,0,1,0.8
9a9eff6df503,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,0.8,0.8
9b8faec4d9b1,5,0.6,1,0,0.4,0,0,0,0,0,0,1,0,1,0.6
9bbcadeaa0fa,5,1,1,0.4,0.6,0,0,0,0,0,0,1,0,1,0.8
9bef5c2501ee,5,1,1,0.6,0.4,0,0,0,0,0,0,1,0,1,0.6
9dfe141cf391,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
9fd1f741bc64,5,0.6,1,0.4,0.2,0.2,0,0,0,0,0,1,0,0.8,0.6
a03d48541430,5,1,1,0.8,0.4,0,0,0,0,0,0,1,0,1,0.8
a21113615ced,5,1,1,1,0.6,0,0,0,0,0,0,1,0,1,0.4
a2ee1ad7e572,5,0.8,0.8,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0,1,0,0.4,0.4
a32fbd13c2e3,5,0.2,1,0,0.2,0,0,0,0,0,0,1,0,1,0.6
a41084c34754,5,0.8,1,0,0.8,0.4,0.2,0.4,0.4,0.2,0,1,0,1,0.2
a5e0df042d50,5,0.8,1,0,0.2,0,0,0,0,0,0,1,0,1,0.8
a69a5c9bdd1d,5,1,1,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.8
a82568887b73,5,1,1,0.4,0.6,0,0,0,0,0,0,1,0,1,0.4
ad4a3ebaa5bc,5,0,1,0,0.8,0.2,0.2,0.2,0.2,0.2,0,1,0,0.8,0.2
ae184ed23fd2,5,0.8,1,0.4,0.6,0.6,0.6,0.6,0.6,0.6,0,1,0,0.8,0.8
aebd35259e42,5,0.6,0.8,0.2,0.6,0,0,0,0,0,0,1,0,1,0.4
afe283c2f92e,5,1,1,0.6,0.6,0,0,0,0,0,0,1,0,1,0.6
b2790c4ddf09,5,0.8,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
b38b2a0c0e03,5,1,1,0.2,0.4,0,0,0,0,0,0,1,0,0.8,0.8
b498f4cd8561,5,1,1,0.2,0.4,0,0,0,0,0,0,1,0,0.8,0.6
b4b46e41a207,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.2
b73f5ed4014d,5,1,1,0.8,0.6,0,0,0,0,0,0,1,0,1,0.4
b747c4e5f4ac,4,0.25,1,0.25,0,0,0,0,0,0,0.25,1,0,1,1
b7ab98dbfd54,5,0.8,1,0.2,0.4,0,0,0,0,0,0,1,0,1,0.6
ba1df2e0ede2,5,0.6,1,0.2,0.4,0.8,0.4,0.2,0.2,0.2,0,1,0,0.8,0.6
ba73af4e78a2,5,0.6,1,0,0,0,0,0,0,0,0,1,0,0.8,1
baca3b71517c,5,1,1,0.6,1,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.4
bb4148602b38,5,0.8,1,0.2,0.4,0,0,0,0,0,0,1,0,1,0.6
bbea276f3086,5,0.4,1,0,0.8,0.4,0.2,0.4,0.2,0.2,0,1,0,1,0.6
bbf0a1f63b46,5,0.6,1,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,1,0,1,0.8
be79c347aa60,5,0.6,1,0.8,0.8,0,0,0,0,0,0,1,0,1,0.4
bee5861ae116,5,0,1,0,0.4,0,0,0,0,0,0,1,0,1,0.4
bf53db1c5f96,5,0.8,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.6
bfc9fd64bb7b,5,1,1,0.4,0.4,0,0,0,0,0,0,1,0,0.8,0.6
c080e2571f6a,5,1,1,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.2
c1ee1d19767b,5,0.6,1,0.2,0.8,0.6,0.4,0.2,0.2,0.2,0,1,0,0.4,0.2
c7436f1e497c,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.6
c7550543387f,5,0.4,1,0,0.6,0,0,0,0,0,0,1,0,1,0.6
c95cf215efb4,5,0.8,1,0,0.4,0,0,0,0,0,0,1,0,1,0.8
c9d423f4830b,5,0.6,1,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.6
cb577e429912,5,1,1,0.2,0.2,0,0,0,0,0,0,1,0,1,1
cb8d47011c7b,5,0.8,1,0.2,0.6,0.2,0.2,0,0,0,0,1,0,0.8,0.4
cd161c6d2917,5,1,1,0,0,0,0,0,0,0,0,1,0,0.8,1
cd554c210646,2,0.5,1,0.5,0.5,0,0,0,0,0,0,1,0,1,0.5
cd9b0d4387fc,5,1,1,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0,1,0,0.8,0.2
ce0620750a2c,5,0.2,1,0,0.4,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.4
cf3cfeed36df,5,1,1,0.6,0.8,0,0,0,0,0,0,1,0,0.6,0.4
cfa9b6bdca54,5,0,1,0,1,0.6,0.6,0.4,0.4,0.6,0,1,0,1,0.4
cfec2db4e8d7,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,1
d2148c314266,5,1,1,0.8,1,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0
d4cdd75dc42a,5,1,1,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0,0.8,0.8
d6342c6ebaac,5,0.8,1,0,0.4,0.2,0.2,0,0,0,0,1,0,1,1
d64e8b13bb9b,4,0.75,1,0.5,0.75,0.25,0.25,0,0,0,0,1,0,1,0.5
d6ba0fff7766,5,1,1,0.2,0.8,0.6,0.4,0.2,0.2,0.2,0,1,0,0.6,0.2
d7edd402f862,5,0.8,1,0.4,0.2,0,0,0,0,0,0,1,0,1,1
dab8bf6d9681,5,0.6,1,0,0.4,0,0,0,0,0,0,1,0,1,0.8
db6b212b08de,5,0.6,1,0,0.4,0.4,0.2,0.2,0,0,0,1,0,0.8,0.4
dceec3c64e83,5,1,1,0.8,0.6,0,0,0,0,0,0,1,0,1,0.8
dd9481d7200f,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
e09ebc09591c,5,1,1,0.8,0.4,0,0,0,0,0,0,1,0,1,0.6
e2827a5d260a,5,0.6,1,0,1,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.2
e4745f13bbb4,5,0.8,1,0.2,0.6,0.2,0,0.2,0.2,0,0,1,0,1,0.6
e588129c3f2f,5,0.8,1,0.4,0.4,0,0,0,0,0,0,1,0,1,0.8
ea1f6637fdad,5,1,1,0.8,0.4,0,0,0,0,0,0,1,0,0.8,0.6
eb081c1ea631,5,1,1,0.4,0,0,0,0,0,0,0,1,0,1,1
ed25d91cd910,5,0.8,0.8,0.2,0.8,0.4,0.4,0.2,0.2,0.2,0,1,0,0.8,0.8
ee5e2d9e72a7,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.4
f19c50362dd0,5,1,1,0.6,0.6,0,0,0,0,0,0,1,0,1,0.4
f301c4c40fe7,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
f37e85a4c407,5,0.8,1,0,0.8,0.2,0.2,0.4,0.2,0.4,0,1,0,0.8,0.2
f47252c3b412,5,1,1,0.6,0.2,0,0,0,0,0,0,1,0,1,0.8
f57b85b8c16e,5,0.6,1,0,1,0,0,0,0,0,0,1,0,1,0.4
f59c1123c57c,5,0.8,1,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.6
fad7d84a6b2b,5,1,1,0.6,0.4,0,0,0,0,0,0,1,0,1,0.6
fb0061bbb89c,5,1,1,0.8,0.8,0.2,0,0,0,0,0,1,0,0.6,0.4
fb5a123a805f,5,0.4,1,0,0.2,0,0,0,0,0,0,1,0,0.8,0.8
fc51297a412d,5,0.6,1,0,0.6,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.4
fcd053a713e3,5,0.8,1,0,0.6,0,0,0,0,0,0,1,0,1,0.6
fcee27de1d97,5,0.8,1,0.2,0.6,0.4,0.4,0.4,0.4,0.4,0,1,0,1,0.6
fd5adc3e3a3a,5,1,1,0.4,0.6,0,0,0,0,0,0,1,0,1,0.4
fe727d4718be,5,0.6,1,0.2,0.4,0,0,0,0,0,0,1,0,1,0.6
ff5570d33911,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
