case_id,observed_passes,F1,F2,F3,H1,J1,J2,J3,J4,J5,S1,U1,U2,U3,U4
b73f5ed4014d,5,1,1,0.8,0.6,0,0,0,0,0,0,1,0,1,0.4
b747c4e5f4ac,5,0.2,0.8,0.2,0,0,0,0,0,0,0.4,1,0,0.8,1
b7ab98dbfd54,5,0.8,1,0.2,0.4,0,0,0,0,0,0,1,0,1,0.6
b8c47f333bb5,5,0,0,0,0.4,0,0,0,0,0,1,0.8,0,0.4,0.4
ba1df2e0ede2,5,0.6,1,0.2,0.4,0.8,0.4,0.2,0.2,0.2,0,1,0,0.8,0.6
ba73af4e78a2,5,0.6,1,0,0,0,0,0,0,0,0,1,0,0.8,1
baca3b71517c,5,1,1,0.6,1,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.4
bb4148602b38,5,0.8,1,0.2,0.4,0,0,0,0,0,0,1,0,1,0.6
bbea276f3086,5,0.4,1,0,0.8,0.4,0.2,0.4,0.2,0.2,0,1,0,1,0.6
bbf0a1f63b46,5,0.6,1,0,0.4,0.2,0.2,0.2,0.2,0.2,0.2,1,0,1,0.8
be79c347aa60,5,0.6,1,0.8,0.8,0,0,0,0,0,0,1,0,1,0.4
bee5861ae116,5,0,1,0,0.4,0,0,0,0,0,0,1,0,1,0.4
bf53db1c5f96,5,0.8,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.6
bfc9fd64bb7b,5,1,1,0.4,0.4,0,0,0,0,0,0,1,0,0.8,0.6
c080e2571f6a,5,1,1,0.4,0.6,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.2
c1ee1d19767b,5,0.6,1,0.2,0.8,0.6,0.4,0.2,0.2,0.2,0,1,0,0.4,0.2
c37b7a2d4ebd,5,0,0,0,0.4,0.2,0.2,0,0,0,1,1,0,0.6,0.6
c3a619319924,5,0,0,0,0.4,0,0,0,0,0,1,1,0,0.8,0.6
c6fa35b52649,5,0,0,0,0.2,0,0,0,0,0,1,0.6,0.2,0.4,0.2
c7436f1e497c,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.6
c7550543387f,5,0.4,1,0,0.6,0,0,0,0,0,0,1,0,1,0.6
c8b99a321068,5,0,0,0,0,0,0,0,0,0,1,0.2,0,0.2,0.2
c95cf215efb4,5,0.8,1,0,0.4,0,0,0,0,0,0,1,0,1,0.8
c9b8620edc48,5,0,0,0,0,0,0,0,0,0,1,0.4,0,0,0.4
c9d423f4830b,5,0.6,1,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.6
c9f7d2e17c2a,5,0,0,0,0.2,0,0,0,0,0,1,0.6,0,0.2,0.6
cb577e429912,5,1,1,0.2,0.2,0,0,0,0,0,0,1,0,1,1
cb74cfb960dd,5,0,0,0,0.4,0,0,0,0,0,1,0.6,0,0.4,0.2
cb8d47011c7b,5,0.8,1,0.2,0.6,0.2,0.2,0,0,0,0,1,0,0.8,0.4
cd161c6d2917,5,1,1,0,0,0,0,0,0,0,0,1,0,0.8,1
cd554c210646,5,0.2,0.4,0.2,0.4,0,0,0,0,0,0.6,1,0,0.8,0.6
cd9b0d4387fc,5,1,1,0.8,0.8,0.2,0.2,0.2,0.2,0.2,0,1,0,0.8,0.2
ce0620750a2c,5,0.2,1,0,0.4,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.4
cf3cfeed36df,5,1,1,0.6,0.8,0,0,0,0,0,0,1,0,0.6,0.4
cfa9b6bdca54,5,0,1,0,1,0.6,0.6,0.4,0.4,0.6,0,1,0,1,0.4
cfec2db4e8d7,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,1
d2148c314266,5,1,1,0.8,1,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0
d4cdd75dc42a,5,1,1,0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,0,0.8,0.8
d6342c6ebaac,5,0.8,1,0,0.4,0.2,0.2,0,0,0,0,1,0,1,1
d64e8b13bb9b,5,0.6,0.8,0.4,0.6,0.2,0.2,0,0,0,0.2,0.8,0,0.8,0.4
d6ba0fff7766,5,1,1,0.2,0.8,0.6,0.4,0.2,0.2,0.2,0,1,0,0.6,0.2
d75b4cbb6504,5,0,0,0,0.6,0,0,0,0,0,1,1,0,0.2,0.4
d7edd402f862,5,0.8,1,0.4,0.2,0,0,0,0,0,0,1,0,1,1
d8dfa8ae12d2,5,0,0,0,0.2,0.2,0,0,0,0,1,0.8,0,0.4,0.6
d912436f2119,5,0,0,0,0,0,0,0,0,0,1,0.6,0,0.2,0.6
dab8bf6d9681,5,0.6,1,0,0.4,0,0,0,0,0,0,1,0,1,0.8
db6b212b08de,5,0.6,1,0,0.4,0.4,0.2,0.2,0,0,0,1,0,0.8,0.4
dbc0cd127ca0,5,0,0,0,0.2,0.2,0.2,0,0,0,1,0.4,0,0.2,0.2
dceec3c64e83,5,1,1,0.8,0.6,0,0,0,0,0,0,1,0,1,0.8
dd9481d7200f,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
e09ebc09591c,5,1,1,0.8,0.4,0,0,0,0,0,0,1,0,1,0.6
e0c26c29dd33,5,0,0,0,0,0,0,0,0,0,1,0.6,0,0.2,0.6
e214388abd4f,5,0,0,0,0.8,0,0,0,0,0,1,0.8,0,0.6,0
e2827a5d260a,5,0.6,1,0,1,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.2
e2aa21641a6f,5,0,0,0,0.4,0,0,0,0,0,1,0.6,0,0.4,0
e4745f13bbb4,5,0.8,1,0.2,0.6,0.2,0,0.2,0.2,0,0,1,0,1,0.6
e57564408718,5,0,0,0,0.4,0,0,0,0,0,1,1,0,0.4,0.4
e588129c3f2f,5,0.8,1,0.4,0.4,0,0,0,0,0,0,1,0,1,0.8
e5cd0826ccfa,5,0,0,0,0.4,0,0,0,0,0,0.8,0.8,0,0.4,0.4
e68e6ab7e5af,5,0,0,0,0.4,0,0,0,0,0,1,0.8,0,0.4,0.4
ea1f6637fdad,5,1,1,0.8,0.4,0,0,0,0,0,0,1,0,0.8,0.6
eb081c1ea631,5,1,1,0.4,0,0,0,0,0,0,0,1,0,1,1
ec36fab3fcd8,5,0,0,0,0.4,0,0,0,0,0,1,0.8,0,0.8,0.2
ed25d91cd910,5,0.8,0.8,0.2,0.8,0.4,0.4,0.2,0.2,0.2,0,1,0,0.8,0.8
ee5e2d9e72a7,5,1,1,0.4,0.8,0,0,0,0,0,0,1,0,1,0.4
ef9277c4054f,5,0,0,0,0.2,0,0,0,0,0,1,0.6,0,0.4,0.4
f19c50362dd0,5,1,1,0.6,0.6,0,0,0,0,0,0,1,0,1,0.4
f301c4c40fe7,5,1,1,0.4,0.2,0,0,0,0,0,0,1,0,1,0.8
f37e85a4c407,5,0.8,1,0,0.8,0.2,0.2,0.4,0.2,0.4,0,1,0,0.8,0.2
f3cbf2089cd8,5,0,0,0,0.6,0.2,0.2,0,0,0,1,0.8,0,0.8,0.2
f47252c3b412,5,1,1,0.6,0.2,0,0,0,0,0,0,1,0,1,0.8
f4f868eb242a,5,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0.2
f57b85b8c16e,5,0.6,1,0,1,0,0,0,0,0,0,1,0,1,0.4
f59b70069029,5,0,0,0,0.2,0,0,0,0,0,1,0.4,0,0.2,0.2
f59c1123c57c,5,0.8,1,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0,1,0,1,0.6
fa936747b53e,5,0,0,0,0.2,0,0,0,0,0,1,1,0,0.6,0.8
fad7d84a6b2b,5,1,1,0.6,0.4,0,0,0,0,0,0,1,0,1,0.6
fb0061bbb89c,5,1,1,0.8,0.8,0.2,0,0,0,0,0,1,0,0.6,0.4
fb5a123a805f,5,0.4,1,0,0.2,0,0,0,0,0,0,1,0,0.8,0.8
fb78cd234795,5,0,0,0,0.6,0,0,0,0,0,1,0.8,0,0.4,0.6
