spec,case_id,passes,entropy_bits,normalized_entropy,unique_sets,modal_count,modal_rate,state_counts
original,31a19e00325e,5,2.321928094887362,1.0,5,1,0.2,F2 H1 J1 U1 U4:1 | F2 H1 J1 J2 J3 J4 J5 U1 U3:1 | F1 F2 H1 J3 J4 U1 U3:1 | F1 F2 U1 U3 U4:1 | F1 F2 H1 U1 U3:1
original,31a2fec2be77,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F1 F2 F3 H1 J1 J2 J5 U1 U3 U4:1 | F1 F2 F3 J1 J2 U1 U3 U4:1 | F1 F2 J1 J2 J5 U1 U3:1
original,31b5e609ef46,5,1.9219280948873623,0.8277293767706428,4,2,0.4,H1 S1 U1 U3:2 | S1 U1 U4:1 | J1 J2 J3 J4 J5 S1 U1 U3:1 | S1:1
original,3257ed9e00aa,5,0.9709505944546686,0.4181656600790516,2,3,0.6,F1 F2 F3 U1 U3 U4:3 | F1 F2 U1 U3 U4:2
original,353095dd4786,5,0.0,0.0,1,5,1.0,S1:5
original,362055c7a5a9,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F2 U1 U3 U4:2 | F1 F2 U1 U3 U4:1 | F1 F2 H1 U1 U3:1 | F1 F2 H1 U1 U3 U4:1
original,3680e8deae2f,5,1.9219280948873623,0.8277293767706428,4,2,0.4,S1:2 | S1 U1 U3:1 | S1 U1 U4:1 | H1 S1 U1 U3:1
original,37c368833872,5,1.9219280948873623,0.8277293767706428,4,2,0.4,S1:2 | S1 U1 U3:1 | S1 U1 U3 U4:1 | J1 J2 J3 J4 J5 S1 U1:1
original,37f61727e427,5,1.3709505944546687,0.5904362833084089,3,3,0.6,S1 U1 U3 U4:3 | S1:1 | H1 S1 U1 U3:1
original,3885f7d6d282,5,1.5219280948873621,0.6554587535412855,3,2,0.4,F1 F2 F3 U1 U3 U4:2 | F1 F2 F3 H1 U1 U3:2 | F1 F2 F3 H1 U1 U3 U4:1
original,39b63b84df43,5,1.5219280948873621,0.6554587535412855,3,2,0.4,S1:2 | S1 U1 U4:2 | S1 U1 U3 U4:1
original,3a2203603d61,5,2.321928094887362,1.0,5,1,0.2,F2 U1 U3:1 | F1 F2 F3 H1 U1 U3 U4:1 | F2 H1 J1 J3 U3:1 | F2 U1 U3 U4:1 | F1 F2 U4:1
original,3c4f97f6fb20,5,1.9219280948873623,0.8277293767706428,4,2,0.4,S1:2 | H1 S1 U1 U3:1 | S1 U1 U3 U4:1 | S1 U1 U4:1
original,3cb443c08221,5,2.321928094887362,1.0,5,1,0.2,F1 U1 U3 U4:1 | F1 F2 U1 U4:1 | F1 F2 F3 H1 J1 J2 J3 J4 J5 U1:1 | F1 F2 F3 U1 U3 U4:1 | F1 F2 H1 U1 U3:1
original,3ff2979ec750,5,1.5219280948873621,0.6554587535412855,3,2,0.4,S1 U1 U3 U4:2 | S1:2 | S1 U1 U4:1
original,408fd2a91abd,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F2 H1 U1 U3:1 | F1 F2 F3 U1 U3 U4:1 | F2 U1 U3 U4:1
original,410ecd5b1e40,5,1.9219280948873623,0.8277293767706428,4,2,0.4,S1:2 | H1 J1 S1 U1:1 | H1 S1 U1:1 | S1 U1 U3 U4:1
original,430464d25f28,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F1 F2 F3 H1 U1 U3:3 | F1 F2 H1 U1 U3:1 | F1 F2 F3 U1 U4:1
original,43748fb30948,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F2 H1 U1 U3:1 | F1 F2 F3 H1 U1 U3:1 | F1 F2 U1 U3 U4:1
original,43e4036c30f9,5,1.3709505944546687,0.5904362833084089,3,3,0.6,S1:3 | H1 S1 U1 U3:1 | S1 U4:1
original,4463568f621e,5,2.321928094887362,1.0,5,1,0.2,F1 F2 H1 U1 U3 U4:1 | F1 F2 F3 U1 U3 U4:1 | F1 F2 U1 U3 U4:1 | F1 F2 H1 U1 U4:1 | F2 U1 U3 U4:1
original,447d40f8ace5,5,2.321928094887362,1.0,5,1,0.2,F1 F2 H1 U1 U3:1 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4:1 | F1 F2 J1 J2 U1 U3 U4:1 | F1 F2 H1 U1 U3 U4:1 | F1 F2 U1 U3 U4:1
original,4707c2930bd5,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F2 U1 U3 U4:3 | F1 F2 U1 U3 U4:1 | F2 H1 U1 U3:1
original,472b9b93ad9f,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 F3 H1 U1 U3:2 | F1 F2 F3 H1 J1 J2 J3 J4 J5 U1 U3 U4:1 | F1 F2 H1 U1 U3 U4:1 | F1 F2 F3 H1 U1 U3 U4:1
original,49067b2ff40c,5,1.5219280948873621,0.6554587535412855,3,2,0.4,H1 S1 U1 U3:2 | S1 U1 U3 U4:2 | S1 U1 U4:1
original,4bb8afe35408,5,0.9709505944546686,0.4181656600790516,2,3,0.6,F1 F2 U1 U3 U4:3 | F1 F2 F3 U1 U3 U4:2
original,4f06bfffb535,5,1.9219280948873623,0.8277293767706428,4,2,0.4,S1:2 | S1 U1 U3:1 | S1 U1 U3 U4:1 | S1 U1:1
original,4fdfdbf582cb,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F1 F2 U1 U3 U4:3 | F1 F2 F3 U1 U3 U4:1 | F1 F2 F3 H1 U1 U3:1
original,4ff4163fd5c7,5,2.321928094887362,1.0,5,1,0.2,F1 F2 F3 H1 U1 U3 U4:1 | F2 U1 U4:1 | F1 F2 F3 H1 U1 U3:1 | F1 F2 U1 U3 U4:1 | F1 F2 F3 U1 U3 U4:1
original,512ffd6391ed,5,1.9219280948873623,0.8277293767706428,4,2,0.4,S1 U1 U4:2 | H1 S1 U1 U3:1 | S1 U1 U3 U4:1 | S1:1
original,5341a4972339,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F2 H1 U1 U3:3 | F2 H1 U1 U3 U4:1 | F1 F2 H1 J1 J2 J5 U1 U3:1
original,5478288b68f4,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 U1 U3 U4:2 | F1 F2 U1:1 | F1 F2 F3 U1 U3 U4:1 | F1 F2 F3 H1 U1 U3 U4:1
original,55157f0433cc,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F1 F2 H1 U1 U3:3 | F1 H1 J1 J2 J3 J4 J5 U1:1 | F1 F2 J1 J2 U1 U3 U4:1
original,560a71c4eb88,5,1.5219280948873621,0.6554587535412855,3,2,0.4,F1 F2 F3 H1 U1 U3:2 | F1 F2 F3 U1 U3 U4:2 | F1 F2 H1 U1 U3:1
original,57d543f72b94,5,0.9709505944546686,0.4181656600790516,2,3,0.6,F1 F2 F3 U1 U3 U4:3 | F2 U1 U3 U4:2
original,5860caa8b811,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F1 F2 H1 J1 J2 J3 J5 U1 U3 U4:1 | F1 F2 H1 J3 J5 U1 U3:1 | F1 F2 U1 U3 U4:1
original,5932b68b6a3b,5,0.7219280948873623,0.31091750708257115,2,4,0.8,F1 F2 F3 U1 U3 U4:4 | F1 F2 U1 U3 U4:1
original,5aefd3e8b445,5,1.3709505944546687,0.5904362833084089,3,3,0.6,S1:3 | S1 U1 U4:1 | S1 U1 U3 U4:1
original,5ccdfc01ba3c,5,1.3709505944546687,0.5904362833084089,3,3,0.6,S1 U1 U4:3 | H1 S1 U1:1 | H1 S1 U1 U3:1
original,5cdb0ba3c556,5,2.321928094887362,1.0,5,1,0.2,F1 F2 H1 J1 J2 J3 J4 J5 U1:1 | F1 F2 H1 U1 U3:1 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U3 U4:1 | F1 F2 F3 H1 U1 U3:1 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4:1
original,5d40cd729024,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 U1 U3 U4:2 | F1 F2 F3 U1 U3 U4:1 | F1 F2 H1 U1 U3 U4:1 | F1 F2 F3 H1 U1 U3:1
original,5e17e32670ea,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 U1 U4:2 | F1 F2 F3 U1 U3 U4:1 | F2 H1 U1 U3:1 | F1 F2 F3 H1 U1 U3 U4:1
original,5e3faa420f8a,5,2.321928094887362,1.0,5,1,0.2,S1 U1 U3 U4:1 | S1 U1:1 | S1 U1 U4:1 | S1:1 | S1 U1 U3:1
original,5eb14f8b3cdc,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F1 F2 U1 U3 U4:3 | F1 F2 J1 J2 S1 U1 U3:1 | F1 F2 F3 U1 U3 U4:1
original,5ebba28b6c1b,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F2 H1 U1 U3:1 | F1 F2 H1 U1 U3 U4:1 | F1 F2 F3 U1 U3 U4:1
original,60160115004c,5,1.9219280948873623,0.8277293767706428,4,2,0.4,H1 S1 U1 U3:2 | S1 U1 U3 U4:1 | S1:1 | S1 U4:1
original,6025e1fa5134,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F1 F2 H1 J1 J2 J3 U1:1 | F1 F2 F3 U1 U3 U4:1 | F1 F2 U1 U3 U4:1
original,6103d326f1f4,5,1.3709505944546687,0.5904362833084089,3,3,0.6,S1:3 | H1 S1 U1 U3:1 | S1 U1 U3 U4:1
original,615c9cf6b7e2,5,1.5219280948873621,0.6554587535412855,3,2,0.4,H1 S1 U1 U3:2 | S1:2 | H1 S1 U1:1
original,62126c371107,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F1 F2 U1 U3 U4:1 | F1 F2 U1 U4:1 | F1 F2 J1 U1 U4:1
original,624266e9f779,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 F3 H1 U1 U3 U4:2 | F1 F2 H1 U1 U3:1 | F1 F2 F3 U1 U3 U4:1 | F1 F2 F3 H1 U1 U3:1
original,628cb522c3cd,5,1.9219280948873623,0.8277293767706428,4,2,0.4,S1 U1 U4:2 | H1 S1 U1 U3:1 | H1 J1 S1 U1:1 | S1 U1 U3:1
original,62e2c124f989,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F2 H1 U1 U3:3 | F1 F2 H1 U1 U3:1 | F1 H1 J1 J2 J3 J4 J5 U1:1
original,643832575481,5,1.5219280948873621,0.6554587535412855,3,2,0.4,F1 F2 F3 H1 U1 U3:2 | F1 F2 H1 U1 U3:2 | F1 F2 H1 U1 U3 U4:1
original,64cf0bbee592,5,2.321928094887362,1.0,5,1,0.2,S1:1 | S1 U1 U4:1 | F1 F2 U1 U3 U4:1 | F1 H1 U1 U3:1 | F2 U1 U4:1
original,65008302b1e5,5,1.5219280948873621,0.6554587535412855,3,2,0.4,F2 U1 U3 U4:2 | F1 F2 F3 H1 U1 U3:2 | F1 F2 U1 U3 U4:1
original,660cc534fc78,5,1.9219280948873623,0.8277293767706428,4,2,0.4,H1 S1 U1:2 | S1:1 | H1 J1 U1 U4:1 | H1 S1 U1 U3:1
original,66604d92cdf6,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 U1 U3 U4:2 | F1 F2 F3 H1 U1 U3:1 | F1 F2 F3 U1 U3 U4:1 | F1 F2 H1 J1 J2 J3 J5 U1:1
original,684536b07bc7,5,0.9709505944546686,0.4181656600790516,2,3,0.6,H1 S1 U1 U3:3 | S1 U1 U3 U4:2
original,688178e946ff,5,1.5219280948873621,0.6554587535412855,3,2,0.4,F1 F2 F3 H1 U1 U3:2 | F1 F2 U1 U3 U4:2 | F2 U1 U3 U4:1
original,69262ac8f823,5,1.9219280948873623,0.8277293767706428,4,2,0.4,H1 S1 U1:2 | H1 S1 U1 U3:1 | S1:1 | H1 S1 U3 U4:1
original,6980ae227761,5,2.321928094887362,1.0,5,1,0.2,F1 F2 H1 U1 U3 U4:1 | F1 F2 F3 H1 U1 U3:1 | F1 F2 F3 H1 J1 J2 J3 J4 J5 U1 U3 U4:1 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4:1 | F1 F2 J1 U1 U3 U4:1
original,699afdbeba4d,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 U1 U3 U4:2 | F2 H1 J1 J2 U1 U3:1 | F2 U1 U3 U4:1 | F1 F2 H1 U1 U3:1
original,6a1f6758e7d9,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3 U4:2 | F2 H1 U1 U3 U4:1 | F1 F2 F3 J1 J2 J3 J4 J5 U1 U3 U4:1 | F1 F2 H1 U1 U3:1
original,6bdd73210307,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 F3 H1 U1 U3:2 | F1 F2 F3 J1 J2 U1:1 | F1 F2 U1 U3 U4:1 | F1 F2 H1 U1 U3:1
original,6d850c9bb9a8,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 F3 U1 U3 U4:2 | F1 F2 H1 U1 U3:1 | F1 F2 U1 U3 U4:1 | F1 F2 F3 U1:1
original,6df425a01e7e,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F1 F2 H1 U1 U3:3 | F1 F2 H1 U1 U3 U4:1 | F2 H1 U1 U3:1
original,6df59e956a95,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 U1 U3 U4:2 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U3:1 | F1 F2 U1 U4:1 | F2 H1 U1 U3:1
original,6e3fc24135dd,5,0.9709505944546686,0.4181656600790516,2,3,0.6,F1 F2 F3 U1 U3 U4:3 | F1 F2 U1 U3 U4:2
original,6e65a2b06b3e,5,1.5219280948873621,0.6554587535412855,3,2,0.4,F1 F2 F3 U1 U3 U4:2 | F1 F2 U1 U3 U4:2 | F1 F2 F3 H1 U1 U3:1
original,6ebaa814e4ad,5,2.321928094887362,1.0,5,1,0.2,F2 H1 U1 U3:1 | F2 U1 U3 U4:1 | F1 F2:1 | F1 F2 H1 U1 U3:1 | F2 H1 J1 J3 U3:1
original,70d66563e84a,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3 U4:2 | F1 F2 F3 H1 U1 U3:1 | F2 U1 U3 U4:1 | F1 F2 U1 U3 U4:1
original,72eed7e29e02,5,0.7219280948873623,0.31091750708257115,2,4,0.8,F1 F2 U1 U3 U4:4 | F1 H1 U1 U3:1
original,7415e35108cc,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 U1 U3 U4:2 | F1 F2 F3 U1 U3 U4:1 | F1 F2 S1 U1 U3 U4:1 | F1 F2 H1 U1 U3:1
original,74fb44a7acc9,5,1.3709505944546687,0.5904362833084089,3,3,0.6,S1:3 | H1 J1 J2 S1 U1:1 | S1 U1 U4:1
original,754832888538,5,1.5219280948873621,0.6554587535412855,3,2,0.4,F1 F2 H1 U1 U3:2 | F1 F2 F3 U1 U3 U4:2 | F2 U1 U3 U4:1
original,760bf1553c4d,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F1 F2 H1 U1:1 | F2 H1 U1 U3 U4:1 | F1 F2 F3 H1 U1 U3:1
original,774568d1460a,5,1.3709505944546687,0.5904362833084089,3,3,0.6,S1 U1 U4:3 | S1:1 | S1 U1 U3 U4:1
original,77e8cca793fb,5,2.321928094887362,1.0,5,1,0.2,S1:1 | S1 U1 U3 U4:1 | J1 S1 U1 U3 U4:1 | S1 U1 U4:1 | H1 S1 U1:1
original,7803d9a85054,5,0.9709505944546686,0.4181656600790516,2,3,0.6,S1 U1 U4:3 | H1 S1 U1 U3:2
original,78230d2a0091,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3:2 | F2 H1 U1 U3:1 | F1 F2 H1 U1 U3 U4:1 | F1 F2 F3 U1 U3 U4:1
original,7a02d7111976,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 U1 U3 U4:2 | F1 F2 S1 U1 U4:1 | F1 F2 H1 U1 U3:1 | F1 F2 H1 S1 U1 U3 U4:1
original,7a7a77e77a46,5,1.3709505944546687,0.5904362833084089,3,3,0.6,F1 F2 U1 U3 U4:3 | F1 F2 U1 U3:1 | F1 F2 H1 U1 U3:1
original,7b77237aee10,5,1.5219280948873621,0.6554587535412855,3,2,0.4,H1 S1 U1 U3:2 | S1 U1 U3 U4:2 | S1 U1:1
original,7c3d9a994e6f,5,1.3709505944546687,0.5904362833084089,3,3,0.6,S1:3 | S1 U1 U3 U4:1 | H1 J1 J2 S1 U1:1
original,7cebf4fe20ee,5,1.9219280948873623,0.8277293767706428,4,2,0.4,F1 F2 H1 U1 U3 U4:2 | F1 F2 F3 U1 U3 U4:1 | F1 F2 H1 J1 J2 J3 J4 J5 U1 U3:1 | F1 F2 F3 H1 U1 U3 U4:1
